ID,Unique Name,Route,ELR,Veh Per Day,Cyc and Ped Per Day,Trains Per Day,Total users,Main Crossing Type,Lat,Long
6101,Trencreek Colan 14,WESTERN,NEW,0,14,14,14,Footpath Crossing,50.40651532,-5.057288054
6102,Trenos,WALES,SWM2,0,45,198,45,Footpath Crossing,51.53551558,-3.460386317
6103,Trenowin Lower,WESTERN,MLN4,12,2,67,14,User Worked Crossing with MSL,50.19855115,-5.362841954
6104,Trenowin Upper,WESTERN,MLN4,6,0,67,6,User Worked Crossing with MSL,50.19876209,-5.35804782
6106,Trent Gardens,MIDLAND_AND_CONTINENTAL,NOB1,0,0,48,0,User Worked Crossing with Telephone,52.98783216,-1.031752759
6105,Trent Gardens FP,MIDLAND_AND_CONTINENTAL,NOB1,0,432,140,432,Footpath Crossing with MSL,52.98783216,-1.031752759
6107,Tresithney 2,WESTERN,NEW,10,2,14,12,User Worked Crossing with Telephone,50.40066788,-4.955356131
6108,Trevingey,WESTERN,MLN4,0,155,68,155,Footpath Crossing with MSL,50.22943853,-5.238688233
6109,Trevor,WALES,DJP,0,0,16,0,User Worked Crossing,52.79142183,-4.105918492
6110,Trewern Farm,WALES,SWM2,0,0,42,0,User Worked Crossing with Telephone,51.8314896,-4.652260286
6111,Trewern Mill,WALES,SWM2,0,0,42,0,User Worked Crossing with Telephone,51.83046153,-4.64884072
6112,Trimley,ANGLIA,FEL,432,81,140,513,Manually Controlled Barrier with CCTV,51.97702885,1.318800451
6113,Trimley FP,ANGLIA,FEL,0,6,76,6,Footpath Crossing,51.98845938,1.303540495
6114,Trinity Lane,ANGLIA,BGK,9,27,378,36,Manned Full Gates,51.69120441,-0.025533673
6115,Trinity Lane FP,ANGLIA,BGK,0,0,379,0,Footpath Crossing,51.69120441,-0.025533673
6116,Troed Yr Rhin,WALES,LJT1,0,0,12,0,User Worked Crossing with Telephone,53.19881115,-3.826440924
6117,Troed-Y-Rhiw Fedwen,WALES,CWL2,0,0,10,0,User Worked Crossing with Telephone,52.34045358,-3.200007029
6118,Trotts Lane,WESSEX,TTF,972,135,4,1107,Automatic Half Barrier,50.89745133,-1.473287376
6119,Trouts Farm Steps,SUSSEX,BTH3,0,6,41,6,Footpath Crossing,51.17308414,-0.327785068
6120,Trowbarrow No.2,LONDON_NORTH_WEST,CBC1,0,0,44,0,Footpath Crossing,54.17490489,-2.804685474
6121,Trumpers,WESTERN,BRB,0,74,4,74,Footpath Crossing,51.49973424,-0.340747513
6122,Trurans,WESTERN,MLN3,0,0,46,0,Footpath Crossing,50.26056674,-5.135495357
6123,Truro,WESTERN,MLN3,386,217,67,603,Manually Controlled Barrier,50.26412731,-5.062635424
6124,Tuckers,WESTERN,BFB,0,0,86,0,User Worked Crossing with Telephone,51.34138317,-2.228450494
6125,Tucking Mill,WALES,HNL1,0,3,73,3,Footpath Crossing,51.62560319,-2.969106026
6126,Tuckwells,WESTERN,DCL,0,0,292,0,User Worked Crossing with Telephone,51.74468254,-1.264854874
6127,Tudeley,KENT,XTD,0,4,134,4,Footpath Crossing,51.18741003,0.313067716
6128,Tufts No 1,ANGLIA,EMP,0,0,186,0,User Worked Crossing,52.55946336,0.059811875
6129,Tulloch Station,SCOTLAND,WHL,0,8,10,8,Barrow Staff Crossing,56.88408511,-4.7022115
6130,Tunnel Cement,WALES,WDB1,0,0,64,0,Footpath Crossing,53.15204675,-3.05500109
6131,Tunnicliffs No.1,MIDLAND_AND_CONTINENTAL,NSS,2,2,68,4,User Worked Crossing with Telephone,52.88994024,-1.839384944
6132,Tunstall Dyke East,ANGLIA,NAY,0,0,39,0,Footpath Crossing,52.62771682,1.582303714
6133,Tunstall Dyke West,ANGLIA,NAY,0,0,35,0,Footpath Crossing,52.62787063,1.581766543
6134,Tunstans,LONDON_NORTH_EAST,LEN3,0,0,114,0,User Worked Crossing with Telephone,54.44129684,-1.364620559
6135,Tunstead,ANGLIA,WHC1,0,6,38,6,Footpath Crossing,52.74868797,1.406247602
6137,Tunstead Church Lane,ANGLIA,WHC1,10,0,76,10,User Worked Crossing with MSL,52.7520108,1.406596773
6136,Tunstead Church Lane FP,ANGLIA,WHC1,0,67,111,67,Footpath Crossing with MSL,52.7520108,1.406596773
6138,Tunstead Market Street,ANGLIA,WHC1,1904,176,38,2080,Automatic Half Barrier,52.74146677,1.405461159
6139,Turf Lock,WESTERN,MLN1,0,2,141,2,User Worked Crossing with Telephone,50.66313306,-3.47097477
6140,Turkey,KENT,XTD,0,8,97,8,Footpath Crossing,51.17631923,0.479819694
6141,Turner Wood,LONDON_NORTH_EAST,MAC3,0,27,48,27,Footpath Crossing,53.32815184,-1.187287096
6142,Turney's FP,ANGLIA,ESK,0,0,33,0,Footpath Crossing,52.38874565,1.539439915
6144,Tursdale,LONDON_NORTH_EAST,FEP,0,0,0,0,User Worked Crossing,54.71542378,-1.534194778
6143,Tursdale FP,LONDON_NORTH_EAST,FEP,0,0,0,0,Footpath Crossing,54.71542378,-1.534194778
6145,Turton,LONDON_NORTH_WEST,BBB,15,8,48,23,Automatic Barrier Crossing (Locally) Monitored,53.63675397,-2.409293819
6146,Turvers Lane,LONDON_NORTH_EAST,WAG1,0,0,0,0,User Worked Crossing,53.70372774,-1.203847789
6147,Tutbury,MIDLAND_AND_CONTINENTAL,NSS,20142,972,70,21114,Manually Controlled Barrier,52.86414085,-1.682391754
6148,Twittens,MIDLAND_AND_CONTINENTAL,WNS,0,62,115,62,Footpath Crossing,52.58057883,-1.152384771
6149,Two Mile Bottom,ANGLIA,ETN,311,1,65,312,Automatic Half Barrier,52.44814004,0.725617721
6150,Twyford Car Park,WESTERN,HEN,0,686,2,686,Footpath Crossing,51.47515382,-0.864243194
6151,Twyford No.2,LONDON_NORTH_WEST,OXD,0,0,0,0,Footpath Crossing,51.92135252,-1.031391637
6152,Twyford No.3,LONDON_NORTH_WEST,OXD,0,0,0,0,Footpath Crossing,51.92203724,-1.027025086
6153,Twyford Road,ANGLIA,BGK,0,89,317,89,Footpath Crossing,51.858504,0.167010676
5826,Swans,ANGLIA,RBY,6,18,12,24,User Worked Crossing with Telephone,52.58205729,1.615410521
6155,Ty Coch,WALES,DJP,0,0,18,0,User Worked Crossing,52.63790882,-4.115797
6156,Ty Croes,WALES,CNH3,162,54,56,216,Manned Full Gates,53.22259113,-4.474305828
6157,Ty Ddu,WALES,CWL2,81,1,8,82,User Worked Crossing with Telephone,52.28727556,-3.27487019
6158,Ty Du,WALES,DJP,0,2,18,2,User Worked Crossing,52.66563764,-4.088791415
6159,Ty Gwyn FP,WALES,CNH3,0,804,188,804,Footpath Crossing with MSL,53.30001789,-3.563729988
6160,Ty Mawr,WALES,DJP,0,0,16,0,User Worked Crossing,52.90631181,-4.066465163
6161,Ty Mawr Farm,WALES,SBA2,5,0,24,5,User Worked Crossing with Telephone,52.51632302,-3.386557057
6162,Ty Pella,WALES,SBA2,0,1,24,1,User Worked Crossing with Telephone,52.61545334,-3.654789037
6163,Ty Uchaf,WALES,GNT,3348,27,2,3375,Automatic Open Crossing (Locally) Monitored,51.80616452,-3.921445784
6164,Tyddyn Mawr 1,WALES,DJP,0,0,16,0,User Worked Crossing,52.75969569,-4.088787109
6165,Tyddyn Mawr 2,WALES,DJP,0,0,16,0,User Worked Crossing,52.76324321,-4.091025738
6166,Tyddyn Mawr 3,WALES,DJP,0,0,16,0,User Worked Crossing,52.76544001,-4.092410092
6167,Tyddyn Morfa,WALES,CNH3,0,0,55,0,User Worked Crossing with Telephone,53.19489138,-4.36329844
6168,Tyddyn Simdde FP,WALES,DJP,0,8,16,8,Footpath Crossing,52.77365411,-4.097595545
6169,Tye Green FP,ANGLIA,TLA,0,2,208,2,Footpath Crossing,51.89385735,0.231148378
6170,Ty-Glas,WALES,CRY,0,736,60,736,Footpath Crossing,51.5216674,-3.198195086
6171,Tygwyn,WALES,DJP,5319,122,16,5441,Automatic Barrier Crossing (Locally) Monitored,52.89381951,-4.078494978
6172,Ty-Isha,WALES,CAR,0,0,109,0,Footpath Crossing,51.62592782,-3.233217585
6173,Tyle Hall,ANGLIA,WIS,11,0,54,11,User Worked Crossing with MSL,51.64793457,0.738355424
6174,Tylers,MIDLAND_AND_CONTINENTAL,PMJ,0,12,76,12,Footpath Crossing,52.62152729,-0.680852812
6175,Tymelin Terrace,WALES,WVL,0,28,36,28,Footpath Crossing,51.59984784,-3.072723514
6176,Tyn Ddol,WALES,LJT1,4,0,12,4,User Worked Crossing with Telephone,53.16137061,-3.814568063
6177,Ty'N Llan 1,WALES,DJP,0,0,18,0,User Worked Crossing with Telephone,52.63879497,-4.115517602
6178,Ty'N Llan 3,WALES,DJP,0,0,18,0,User Worked Crossing with Telephone,52.64404419,-4.113380039
6179,Tyndrum Lower Station,SCOTLAND,OBN2,0,8,12,8,User Worked Crossing with Telephone,56.43414018,-4.714939716
6181,Tyne Green,LONDON_NORTH_EAST,NEC2,0,0,50,0,User Worked Crossing with Telephone,54.97796192,-2.106211259
6180,Tyne Green FP,LONDON_NORTH_EAST,NEC2,0,53,53,53,Footpath Crossing,54.97796192,-2.106211259
6154,Ty Cerrig,WALES,SBA2,0,0,24,0,Footpath Crossing,52.61554815,-3.708050901
6183,Tynewydd 2,WALES,SWM2,0,0,58,0,User Worked Crossing with Telephone,51.81670802,-4.607993729
6184,Tynewydd 2 FP,WALES,SWM2,0,1,58,1,Footpath Crossing,51.81670802,-4.607993729
6185,Tyning,WESSEX,SAL,14,5,84,19,User Worked Crossing with MSL,51.14015098,-2.023292004
6186,Tynllan,WALES,CNH3,0,0,55,0,Footpath Crossing,53.27130645,-4.554814742
6187,Ty'Nwern Farm,WALES,NAB,0,0,7,0,User Worked Crossing,51.7454892,-3.735532402
6188,Tynycerig 1,WALES,LLA,0,1,14,1,User Worked Crossing with Telephone,51.7459536,-4.019822758
6189,Tynycerig 2,WALES,LLA,0,0,12,0,User Worked Crossing with Telephone,51.74755542,-4.018418902
6190,Tynycerig 3,WALES,LLA,0,0,12,0,User Worked Crossing with Telephone,51.74851118,-4.017577203
6191,Ty'N-Y-Coed,WALES,LJT1,0,0,0,0,User Worked Crossing,53.24363449,-3.808437732
6192,Ty'N-Y-Coed FP,WALES,LJT1,0,0,12,0,Footpath Crossing,53.24363449,-3.808437732
6193,Tyn-Y-Maes Farm,WALES,CWL2,0,0,8,0,User Worked Crossing with Telephone,52.09412675,-3.653694794
6194,Tyn-Y-Morfa,WALES,CNH3,25,36,77,61,Manually Controlled Barrier with CCTV,53.34692564,-3.345726834
6195,Tyn-Yr-Wtre 2,WALES,SBA2,0,8,24,8,User Worked Crossing with Telephone,52.60097499,-3.599943418
2931,Hempstead FP (SCU1),SUSSEX,SCU1,0,60,306,60,Footpath Crossing,50.97464767,0.115168072
6197,Tywymyn Bridge,WALES,SBA2,0,2,24,2,Footpath Crossing,52.62555577,-3.737225232
6198,Tywyn - Deganwy,WALES,LLJ,0,81,63,81,Footpath Crossing,53.28933089,-3.822237647
6199,Tywyn Station,WALES,DJP,0,375,18,375,Barrow Staff Crossing,52.58521206,-4.093047007
6200,Tywyn Trewan Sands,WALES,CNH3,0,0,55,0,User Worked Crossing,53.24801552,-4.522587452
6201,Tywyn Trewan Sands FP,WALES,CNH3,0,4,55,4,Footpath Crossing,53.24801552,-4.522587452
6202,Uffington And Barnack,MIDLAND_AND_CONTINENTAL,PMJ,1797,84,76,1881,Manned Full Gates,52.64670354,-0.417343246
6203,Uffold UWC,ANGLIA,ESK,0,0,35,0,User Worked Crossing with Telephone,52.1225381,1.369570314
6204,Ufford,ANGLIA,ESK,1478,31,35,1509,Automatic Barrier Crossing (Locally) Monitored,52.11727564,1.363375878
6205,Ugley Lane,ANGLIA,BGK,0,0,304,0,User Worked Crossing with Telephone,51.9416276,0.222172075
6206,Ulceby,LONDON_NORTH_EAST,BRI1,1647,108,173,1755,Manually Controlled Barrier with Obstacle Detection,53.61887967,-0.300667665
6207,Ulceby Carr Farm,LONDON_NORTH_EAST,BAR,0,0,18,0,User Worked Crossing,53.62657153,-0.305387842
6208,Ulceby Chase Farm,LONDON_NORTH_EAST,MAC3,4,2,209,6,User Worked Crossing with Telephone,53.59999531,-0.329363437
6209,Ulgham Grange,LONDON_NORTH_EAST,ECM7,486,27,117,513,Manually Controlled Barrier with CCTV,55.22800851,-1.6140047
6210,Ulgham Lane,LONDON_NORTH_EAST,ECM7,108,0,116,108,Manually Controlled Barrier with CCTV,55.20510255,-1.625700503
6211,Ulgham No.7,LONDON_NORTH_EAST,ECM7,0,0,113,0,Footpath Crossing,55.22158284,-1.617311279
6212,Ulgham No.8,LONDON_NORTH_EAST,ECM7,0,0,112,0,Footpath Crossing,55.22366165,-1.616241802
6213,Ulverston Station,LONDON_NORTH_WEST,CBC1,0,2,24,2,Barrow Staff Crossing,54.19155303,-3.099446924
6214,Umberleigh,WESTERN,NDN,61,7,28,68,Automatic Open Crossing (Locally) Monitored,50.9927439,-3.983532842
6215,Umberleigh Barton 2,WESTERN,NDN,0,0,28,0,User Worked Crossing,51.00585184,-3.996240015
6216,Un Named,LONDON_NORTH_EAST,HUL1,0,0,71,0,Footpath Crossing,53.77372328,-0.930549098
6217,Underhill,LONDON_NORTH_WEST,CBC1,0,2,26,2,User Worked Crossing with Telephone,54.23465772,-3.250457195
6218,Underhill FP,LONDON_NORTH_WEST,CBC1,0,6,26,6,Footpath Crossing,54.23465772,-3.250457195
6219,Underpark Farm (2),LONDON_NORTH_EAST,MBW2,0,0,0,0,User Worked Crossing,54.45280957,-0.806701034
6220,Union,KENT,VIR,0,8,171,8,Footpath Crossing,51.31444144,0.867091069
6276,Unnamed (CDM2),LONDON_NORTH_WEST,CDM2,0,0,120,0,User Worked Crossing,53.26732432,-2.470924618
6258,Unnamed (CFM),LONDON_NORTH_EAST,CFM,0,0,0,0,User Worked Crossing,53.7993975,-1.276537337
6252,Unnamed (FEP),LONDON_NORTH_EAST,FEP,0,0,0,0,User Worked Crossing,54.93330363,-1.511028092
6223,Unnamed (HUL1),LONDON_NORTH_EAST,HUL1,0,0,0,0,User Worked Crossing,53.74205288,-0.685844049
6246,Unnamed (KBF),LONDON_NORTH_EAST,KBF,0,0,0,0,User Worked Crossing,54.70792127,-1.489267307
6228,Unnamed (MBW3),LONDON_NORTH_EAST,MBW3,0,0,0,0,User Worked Crossing,54.47223942,-0.625561665
6244,Unnamed (MWJ),LONDON_NORTH_EAST,MWJ,0,0,0,0,User Worked Crossing,55.15884903,-1.56566105
6250,Unnamed (NEC2),LONDON_NORTH_EAST,NEC2,0,0,0,0,User Worked Crossing,54.95092912,-1.910157906
6230,Unnamed (POC2),LONDON_NORTH_EAST,POC2,0,0,0,0,User Worked Crossing,54.59004291,-1.211607588
6256,Unnamed (SKA),LONDON_NORTH_EAST,SKA,0,0,0,0,User Worked Crossing,53.57871302,-1.191631121
6253,Unnamed (STF),LONDON_NORTH_EAST,STF,0,0,0,0,User Worked Crossing,54.59539253,-1.379211053
6274,Unnamed (TYB1),LONDON_NORTH_EAST,TYB1,0,0,0,0,User Worked Crossing,53.32280244,-0.8116834
6605,Whites (SSJ),MIDLAND_AND_CONTINENTAL,SSJ1,0,0,30,0,User Worked Crossing with Telephone,52.86546957,-1.295755529
6257,Unnamed 1 (DOW),LONDON_NORTH_EAST,DOW,0,0,0,0,User Worked Crossing,53.53525939,-1.131073305
6271,Unnamed 1 (HAY1),LONDON_NORTH_EAST,HAY1,0,0,0,0,User Worked Crossing,53.9781514,-1.197199465
6221,Unnamed 1 (HBS),LONDON_NORTH_EAST,HBS,0,0,0,0,User Worked Crossing,54.02711555,-0.333306676
6248,Unnamed 1 (KBF),LONDON_NORTH_EAST,KBF,0,0,0,0,User Worked Crossing,54.70758272,-1.494272635
2676,Gripps Farm 2,LONDON_NORTH_EAST,SSK1,0,0,18,0,User Worked Crossing,54.56732161,-0.917336804
6226,Unnamed 1 (MBW2),LONDON_NORTH_EAST,MBW2,0,0,0,0,User Worked Crossing,54.43665523,-0.791187477
6237,Unnamed 1 (TJG2),LONDON_NORTH_EAST,TJG2,0,0,0,0,User Worked Crossing,53.65896159,-0.928053323
6259,Unnamed 2 (DOW),LONDON_NORTH_EAST,DOW,0,0,0,0,User Worked Crossing,53.58918813,-0.746770398
6272,Unnamed 2 (HAY1),LONDON_NORTH_EAST,HAY1,0,0,36,0,User Worked Crossing,53.98215405,-1.212878331
6222,Unnamed 2 (HBS),LONDON_NORTH_EAST,HBS,0,0,0,0,User Worked Crossing,54.02993435,-0.329456608
6251,Unnamed 2 (KBF),LONDON_NORTH_EAST,KBF,0,0,0,0,User Worked Crossing,54.70560746,-1.518870724
247,Awre 15,WESTERN,SWM2,0,0,70,0,Footpath Crossing,51.76404272,-2.447585047
6227,Unnamed 2 (MBW2),LONDON_NORTH_EAST,MBW2,0,0,0,0,User Worked Crossing,54.43379463,-0.779002182
6238,Unnamed 2 (TJG2),LONDON_NORTH_EAST,TJG2,0,0,0,0,User Worked Crossing,53.64961164,-0.93895016
6267,Unnamed 2 (YMS),LONDON_NORTH_EAST,YMS,0,0,0,0,User Worked Crossing,54.19574335,-0.484213905
6260,Unnamed 3 (DOW),LONDON_NORTH_EAST,DOW,0,0,0,0,User Worked Crossing,53.59909969,-0.608864489
6273,Unnamed 3 (HAY1),LONDON_NORTH_EAST,HAY1,0,0,0,0,User Worked Crossing,53.98304167,-1.21633747
6235,Unnamed 3 (HBS),LONDON_NORTH_EAST,HBS,0,0,112,0,User Worked Crossing,53.94911629,-0.434928694
6239,Unnamed 3 (TJG2),LONDON_NORTH_EAST,TJG2,0,0,0,0,User Worked Crossing,53.64175638,-0.947657628
6254,Unnamed 3 FP (HUL1),LONDON_NORTH_EAST,HUL1,0,0,81,0,Footpath Crossing,53.78257526,-0.999847745
6261,Unnamed 4 (DOW),LONDON_NORTH_EAST,DOW,0,0,0,0,User Worked Crossing,53.59759608,-0.595885752
6275,Unnamed 4 (HAY1),LONDON_NORTH_EAST,HAY1,0,0,0,0,User Worked Crossing,53.99605944,-1.272430337
6268,Unnamed 4 (HBS),LONDON_NORTH_EAST,HBS,0,0,0,0,User Worked Crossing,54.18570844,-0.307023707
6240,Unnamed 4 (TJG2),LONDON_NORTH_EAST,TJG2,0,0,0,0,User Worked Crossing,53.64019278,-0.949169663
6262,Unnamed 5 (DOW),LONDON_NORTH_EAST,DOW,0,0,0,0,User Worked Crossing,53.59810778,-0.599430476
6269,Unnamed 5 (HBS),LONDON_NORTH_EAST,HBS,0,0,0,0,User Worked Crossing,54.1864656,-0.306178207
6241,Unnamed 5 (TJG2),LONDON_NORTH_EAST,TJG2,0,0,0,0,User Worked Crossing,53.63737519,-0.951894145
6263,Unnamed 6 (DOW),LONDON_NORTH_EAST,DOW,0,0,0,0,User Worked Crossing,53.60327522,-0.573285471
6270,Unnamed 6 (HBS),LONDON_NORTH_EAST,HBS,0,0,0,0,User Worked Crossing,54.18730913,-0.305021658
6264,Unnamed 7 (DOW),LONDON_NORTH_EAST,DOW,0,0,0,0,User Worked Crossing,53.60348324,-0.5671853
6265,Unnamed 8 (DOW),LONDON_NORTH_EAST,DOW,0,0,0,0,User Worked Crossing,53.58984047,-0.485005101
6266,Unnamed 9 (DOW),LONDON_NORTH_EAST,DOW,0,0,0,0,User Worked Crossing,53.5820033,-0.46460106
6255,Unnamed FP (FEP),LONDON_NORTH_EAST,FEP,0,0,0,0,Footpath Crossing,54.73899706,-1.536836904
6277,Unnamed FP (MAJ),LONDON_NORTH_WEST,MAJ,0,0,0,0,Footpath Crossing,53.37643177,-2.74906308
6243,Unnamed FP (NEC2),LONDON_NORTH_EAST,NEC2,0,0,48,0,Footpath Crossing,54.88647572,-2.812502168
6229,Unnamed FP (OXO),LONDON_NORTH_EAST,OXO,0,0,0,0,Footpath Crossing,53.2644443,-1.315004748
6234,Unnamed FP (TJG2),LONDON_NORTH_EAST,TJG2,0,0,76,0,Footpath Crossing,53.70972948,-0.86301449
6233,Unnamed FP 1 (HBS),LONDON_NORTH_EAST,HBS,0,7,71,7,Footpath Crossing,53.94551748,-0.435503897
4278,Neath,WALES,SWM2,0,0,96,0,Barrow Staff Crossing with MSL,51.66288542,-3.807025493
6245,Unnamed FP 1 (KBF),LONDON_NORTH_EAST,KBF,0,0,0,0,Footpath Crossing,54.7090639,-1.472374322
6236,Unnamed FP 2 (HBS),LONDON_NORTH_EAST,HBS,0,21,60,21,Footpath Crossing,53.95037838,-0.434726939
5419,Shoals Hook,WALES,SWM2,0,0,29,0,User Worked Crossing with Telephone,51.81369312,-4.950212056
6247,Unnamed FP 2 (KBF),LONDON_NORTH_EAST,KBF,0,0,0,0,Footpath Crossing,54.70758272,-1.494272635
6249,Unnamed FP 3 (KBF),LONDON_NORTH_EAST,KBF,0,0,0,0,Footpath Crossing,54.70749782,-1.495528276
6278,Upper Cellws,WALES,CWL2,10,8,10,18,User Worked Crossing with Telephone,52.2589912,-3.368931463
6279,Upper Chapel Hill Farm,WALES,PEM,0,0,18,0,User Worked Crossing with Telephone,51.7845221,-4.712971493
6281,Upper Denton,LONDON_NORTH_EAST,NEC2,378,0,142,378,Automatic Half Barrier,54.98037203,-2.605493052
6280,Upper Denton UWC,LONDON_NORTH_EAST,NEC2,0,0,50,0,User Worked Crossing with Telephone,54.97678158,-2.613616778
6282,Upper Lacon,WALES,SYC,0,0,60,0,Footpath Crossing,52.88336776,-2.699860237
6283,Upper Leigh,MIDLAND_AND_CONTINENTAL,NSS,324,0,70,324,Automatic Half Barrier,52.92418968,-1.99109022
6284,Upper Llegodig,WALES,SBA2,5,6,24,11,User Worked Crossing with Telephone,52.55619232,-3.225616366
6285,Upper Portland,MIDLAND_AND_CONTINENTAL,PBS1,9234,0,8,9234,Automatic Half Barrier,53.08597369,-1.280167409
6286,Upper South Farm,LONDON_NORTH_WEST,MCJ3,0,0,10,0,User Worked Crossing,51.86976529,-0.940402281
6287,Upper Studley,WESTERN,MLN1,0,1,397,1,Footpath Crossing with MSL,51.53878163,-1.853808363
6288,Upper Thames Sailing Club,WESTERN,MWB,2,0,52,2,User Worked Crossing,51.57841152,-0.719937699
6289,Upper Thames Sailing Club FP,WESTERN,MWB,0,4,48,4,Footpath Crossing,51.57841152,-0.719937699
6291,Upper Witham Drainage Board (BHP),LONDON_NORTH_EAST,BHP,0,0,8,0,Footpath Crossing,53.2344832,-0.572587651
6290,Upper Witham Drainage Board (SPD3),LONDON_NORTH_EAST,SPD3,0,0,88,0,Footpath Crossing,53.23455972,-0.572470009
6292,Upton Lovell,WESSEX,SAL,216,54,166,270,Automatic Half Barrier,51.16424167,-2.080834035
6293,Upton Pyne 1,WESTERN,DAC,0,2,28,2,Footpath Crossing,50.75559556,-3.550627746
6294,Urchfont,WESTERN,SWY,0,2,62,2,Footpath Crossing,51.32611179,-1.955052749
6295,Urlay Nook,LONDON_NORTH_EAST,DSN1,932,122,158,1054,Manually Controlled Barrier with Obstacle Detection,54.52493388,-1.379333166
6296,Urrard 1,SCOTLAND,HGL2,0,0,29,0,User Worked Crossing with Telephone,56.74515566,-3.781749279
6297,Urrard 2,SCOTLAND,HGL2,0,0,29,0,User Worked Crossing with Telephone,56.74766339,-3.78918843
6298,Urrard 2 FP,SCOTLAND,HGL2,0,0,29,0,Footpath Crossing,56.74766339,-3.78918843
6299,Usworth,LONDON_NORTH_EAST,FEP,0,0,0,0,Manually Controlled Barrier,54.9131228,-1.502122777
6300,Vale Wood,SUSSEX,TBH1,20,0,252,20,User Worked Crossing with MSL,51.02515744,-0.401017848
6301,Vale Wood FP,SUSSEX,TBH1,0,14,252,14,Footpath Crossing with MSL,51.02515744,-0.401017848
6302,Valley,WALES,CNH3,2516,186,56,2702,Manually Controlled Barrier,53.28129918,-4.563092928
6303,Valley Farm (Down Line),LONDON_NORTH_WEST,NAJ2,0,2,188,2,Footpath Crossing,51.80934317,-0.990589467
6304,Valley Farm (Up Line),LONDON_NORTH_WEST,NAJ2,0,2,188,2,Footpath Crossing,51.80934317,-0.990589467
6305,Valleyfield Colliery,SCOTLAND,KNE1,8,0,1,8,User Worked Crossing with Telephone,56.05971978,-3.593609634
6306,Vange Wharf,ANGLIA,TLL,675,27,101,702,Manually Controlled Barrier with CCTV,51.55632998,0.488078693
6307,Vaseys,LONDON_NORTH_EAST,LEN3,0,2,70,2,User Worked Crossing with Telephone,54.35318239,-1.434957997
6308,Vauxhall Industrial Estate,WALES,WSJ2,0,0,41,0,Footpath Crossing,53.00011445,-3.036448549
6309,Vaynol,WALES,DJP,0,0,18,0,User Worked Crossing,52.58105019,-4.084457095
6310,Vaynol FP,WALES,DJP,0,8,18,8,Footpath Crossing,52.58105019,-4.084457095
6311,Veals Lane,WESSEX,TTF,756,0,4,756,Automatic Half Barrier,50.88246539,-1.441725887
6312,Venn,WESTERN,MLN1,0,0,96,0,Footpath Crossing,50.9094885,-3.365742858
6313,Venture,LONDON_NORTH_EAST,FEP,0,0,0,0,Footpath Crossing,54.81724068,-1.512115725
6314,Viaduct,WALES,WSJ2,0,8,41,8,Footpath Crossing,52.92670187,-3.061751532
6315,Viaduct Maintenance,ANGLIA,HEB,0,0,89,0,User Worked Crossing with Telephone,51.80585406,-0.05028244
6316,Vicarage,KENT,SEJ2,0,4,84,4,Footpath Crossing,51.35521525,0.728112574
6317,Victoria Road,ANGLIA,ESK,6114,298,33,6412,Manually Controlled Barrier with CCTV,52.47178335,1.710920567
6318,Victory,WESTERN,MLN1,297,54,95,351,Automatic Half Barrier,51.01816724,-3.167469784
6319,Vigurs,WESTERN,MLN3,0,2,67,2,Footpath Crossing,50.25602951,-5.116250689
6320,Villa Fields,LONDON_NORTH_EAST,WAG1,0,31,10,31,Footpath Crossing,53.69305573,-1.01963342
6321,Vine House Farm,LONDON_NORTH_EAST,WEB,0,0,30,0,User Worked Crossing with Telephone,52.71924338,-0.213553295
6323,Vine No.2,SUSSEX,KJE3,0,0,172,0,User Worked Crossing with Telephone,50.81575878,0.26219564
6322,Vine No.2 FP,SUSSEX,KJE3,0,1,148,1,Footpath Crossing,50.81575878,0.26219564
6324,Vineyard 2,WESTERN,MWB,0,4,48,4,Footpath Crossing,51.5768451,-0.73456982
6325,Vineyard Farm 1,WALES,HNL1,3,5,94,8,User Worked Crossing with Telephone,51.91117301,-2.946493689
6326,Vineyard Farm 2,WALES,HNL1,2,2,94,4,User Worked Crossing with Telephone,51.90907638,-2.9512245
6327,Vinnecombe,SUSSEX,BLI2,0,0,212,0,User Worked Crossing with Telephone,50.82303547,-0.565233832
6328,W Boody (Brigg Lane Farm),LONDON_NORTH_EAST,DRA1,0,0,42,0,User Worked Crossing,53.71959273,-1.015586085
6329,W Smith,LONDON_NORTH_EAST,DRA1,0,0,61,0,User Worked Crossing,53.71567072,-1.026875209
6182,Tyneswydd 1,WALES,SWM2,0,1,58,1,Footpath Crossing,51.81571279,-4.600896319
6331,Wadborough FP,WESTERN,BAG2,0,4,183,4,Footpath Crossing,52.14044278,-2.160999915
6332,Waddling Wood,ANGLIA,NOL,3,1,50,4,User Worked Crossing with Telephone,52.50834596,1.658332125
6333,Wadehall Old Dam,ANGLIA,ESK,1,12,33,13,User Worked Crossing with Telephone,52.45604886,1.635488872
6334,Wadworth,LONDON_NORTH_EAST,BKS,0,0,30,0,User Worked Crossing,53.47343543,-1.11410374
6335,Wagon Lane,KENT,PWS1,810,0,98,810,Automatic Half Barrier,51.19213072,0.39939145
6336,Wainfleet,LONDON_NORTH_EAST,GRS4,2552,797,30,3349,Manually Controlled Barrier,53.10500996,0.234879081
6337,Wainfleet Bypass,LONDON_NORTH_EAST,GRS4,5508,27,30,5535,Automatic Half Barrier,53.10598373,0.245840245
6338,Walesby,LONDON_NORTH_EAST,NOB3,338,95,42,433,Automatic Half Barrier,53.41352563,-0.335702929
